NOMREG;NOMDEP;DATEAPPELLATION;FERME;ANNREOUV;ANNEXE;NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;latitude;longitude;result_address;result_score;result_type;result_id
LORRAINE;MOSELLE;01/02/2003;NON;;;Maison du Verre et du Cristal;Place Robert Schumann;57960;MEISENTHAL;http://www.musee-verre.webmuseo.com/;De Novembre à Pâques;Ouvert de Pâques au 31 octobre de 14h à 18h du mercredi au lundi + saison Noël du 9 novembre au 29 décembre de 14h à 17h;;48.964887;7.35253;Place Robert Schuman 57960 Meisenthal;0.89;street;57456_0075_0f1e05
LORRAINE;MOSELLE;01/02/2003;NON;;;Musées de la Cour d'Or;2, Rue du Haut Poirier;57000;METZ;www.musee.metzmetropole.fr;1er janvier, Vendredi Saint, 1er et 8 mai, Ascension, 14 juil, 15 août, 1er et 11 novembre, 25 décembre, et 24 et 31 décembre après-midi;Ouvert du mercredi au lundi de 9h à 18h;;49.121051;6.177978;2 Rue du Haut Poirier 57000 Metz;0.93;housenumber;57463_3280_ef10f3
LORRAINE;MOSELLE;;NON;2010;;Centre Pompidou de Metz;"1, Parvis des Droits-de-l'Homme
CS 90490";57020;METZ Cedex 1;www.centrepompidou-metz.fr;;Ouvert lundi et mercredi de 11h à 18h, jeudi et vendredi de 11h à 20h, samedi de 10h à 20h, dimanche de 10h à 18h;jusqu'à 20 h jeudi à samedi jusqu'en avril et samedi à partir de mai;43.550885;-0.98388;1 Parvis des Droits de l'Homme 40300 Labatut;0.41;housenumber;40132_0110_28ace6
LORRAINE;MOSELLE;01/02/2003;NON;;;Musée des Mines de fer de Lorraine;Lieu dit Haméviller;57700;NEUFCHEF;www.musee.desminesdefer-lorraine.com;;Ouvert du mardi au dimanche de 14h à 18h toute l'année, pour les groupes de 8h30 à 18h tous les jours;;;;;;;
LORRAINE;MOSELLE;01/02/2003;NON;;;Musée de la Mine - Carreau Wendel;Parc Explor Wendel;57540;PETITE-ROSSELLE;www.musee-les-mineurs.fr;25 et 26 décembre et 1ère semaine de janvier;Ouvert du mardi au dimanche de 10h à 18h;;49.21292;6.872911;Rue du Puits Wendel 57540 Petite-Rosselle;0.5;street;57537_0510_5c93f6
LORRAINE;MOSELLE;01/02/2003;NON;;;Musée Militaire et Erckmann-Chatrian;"Hôtel de Ville
Place d’Armes";57370;PHALSBOURG;www.phalsbourg.fr/La_culture__les_loisirs/Le_Musee;Jours fériés;Ouvert du lundi au vendredi de 9h à 12h et de 13h30 à 17h, le samedi de 10h à 12h, en juillet-août samedi et dimanche de 10h à 12h et de 14h à 17h;;48.767;7.258837;Place d'Armes 57370 Phalsbourg;0.62;street;57540_0060_9e91b1
LORRAINE;MOSELLE;01/02/2003;NON;Juin 2003;;Musée du Pays de Sarrebourg;Rue de la Paix;57400;SARREBOURG;www.ville-sarrebourg.fr/Culture/Musee;le 1er janvier, le jour de Pâques, le 1er mai, le 25 et 26 décembre;Ouvert du mercredi au samedi de 10h à 12h et de 14h à 18h et le dimanche et jours fériés de 14h à 18h;;48.734998;7.055235;Rue de la Paix 57400 Sarrebourg;0.93;street;57630_0730_4c3112
LORRAINE;MOSELLE;01/02/2003;NON;;;Jardin d'Hiver, Musée de La Faïence;15-17, Rue Poincaré;57200;SARREGUEMINES;www.sarreguemines-museum.com;1er Janvier, Dimanche de Pâques, 1er Mai, 25 Décembre;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h + lundis fériés;;49.109069;7.070473;17 Rue Raymond Poincaré 57200 Sarreguemines;0.71;housenumber;57631_XXXX_a414e4
LORRAINE;MOSELLE;01/02/2003;NON;;;Moulin de la Blies - Musée des Techniques Faïencières;125, Avenue de la Blies;57200;SARREGUEMINES;www.sarreguemines-museum.com;1er Janvier, Dimanche de Pâques, 1er Mai, 1er Novembre et 25 Décembre;Ouvert du mardi au dimanche & lundis fériés de 10h à 12h et de 14h à 18h du 1er novembre au 31 mars et du 1er avril au 31 octobre de 10h à 18h;;49.1265;7.080124;125 Avenue de la Blies 57200 Sarreguemines;0.94;housenumber;57631_0180_1e9276
LORRAINE;MOSELLE;01/02/2003;NON;5 octobre 2001;;La Tour aux Puces - Musée du Pays Thionvillois;"Cour du Château
B.P. 30352";57125;THIONVILLE Cedex;www.tourauxpuces.com;Dimanche de Pâques, 1er novembre, 25 et 26 décembre, 1er janvier;Ouvert du mardi au dimanche de 14h à 18h du 16 septembre au 14 juin, du mardi au dimanche de 9h30 à 11h30 et de 14h à 18h du 15 juin au 15 septembre;;48.589574;6.50558;Avenue du 2e B C P 54300 Lunéville;0.23;street;54329_XXXX_9f5dc5
LORRAINE;MOSELLE;01/02/2003;NON;26 juin 2003;;Musée Départemental Georges de la Tour;"Hôtel de la Monnaie
Rue Vignon";57630;VIC-SUR-SEILLE;www.cg57.fr/culture/1-8-delatour.asp;1er mai, 23 décembre au 7 janvier inclus;Ouvert du mardi au dimanche de 9h30 à 12h et de 13h30 à 18h;;;;;;;
LORRAINE;VOSGES;01/02/2003;NON;2003;;Musée de l'Image;42 quai de Dogneville;88000;EPINAL;www.museedelimage.fr;25 décembre, 1er janvier et le mardi suivant Päques;Ouvert tous les jours du 1er septembre au 30 juin de 9h30 à 12h et de 14h à 18h, vendredi de 9h30 à 18h, dimanche et jours fériés de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 9h30 à 12h30 et de 13h30 à 18h30, vendredi de 9h30 à 18h30, d;;48.183628;6.445992;42 Quai de Dogneville 88000 Épinal;0.93;housenumber;88160_0748_09cddf
LORRAINE;VOSGES;01/02/2003;NON;1992;;Musée Départemental d'Art Ancien et Contemporain;"1, Place Lagarde
B.P. 436";88011;EPINAL Cedex;Site du conseil général - www.vosges.fr;1er Janvier, 1er mai, 1er novembre et 25 décembre;Ouvert le lundi et du mercredi au samedi de 9h à 12h30 et de 13h30 à 18h, le dimanche de 13h30 à 18h;;48.17326;6.446595;1 Place Lagarde 88000 Épinal;0.51;housenumber;88160_1430_88257d
LORRAINE;VOSGES;26/05/2002;NON;;;Musée de la Lutherie;B.P. 189;88507;MIRECOURT CEDEX;www.musee-lutherie-mirecourt.fr;1er janvier, 1er mai, 25 décembre et 15 jours en janvier;Ouvert de mai à septembre du lundi au samedi de 10h à 12h et de 14h à 18h, d'octobre à avril mercredi et samedi de 10h à 12h et de 14h à 18h, petites vacances scolaires (3 zones) lundi et du mercredi au samedi de 10h à 12h et de 14h à 18h, dimanche et jou;;;;;;;
LORRAINE;VOSGES;01/02/2003;NON;;;Musée Louis Français;30, Avenue Louis Français;88370;PLOMBIERES-LES-BAINS;site de la ville;;Ouvert en 2013 en visite guidée accompagnée et lors de certaines grandes manifestations organisées par la ville;;47.964095;6.458494;30 Avenue Louis Français 88370 Plombières-les-Bains;0.92;housenumber;88351_1120_799436
LORRAINE;VOSGES;11/08/2002;NON;;;Musée Charles de Bruyères;70, Rue Charles de Gaulle;88200;REMIREMONT;www.remiremont.fr/culture/musees.php;1er janvier, 1er mai, Ascension, Toussaint, 25 décembre, en octobre;Ouvert de janvier à mars du lundi au samedi de 14h à 18h, et en avril de 14h à 18h et de mai à septembre de 10h à 12h et de 14h à 18h, de novembre à décembre de 14h à 18h du mercredi au lundi;;48.016142;6.593289;70 Rue Charles de Gaulle 88200 Remiremont;0.93;housenumber;88383_0255_1b73e0
LORRAINE;VOSGES;11/08/2002;NON;2009;;Musée Charles Friry;12, Rue du Général Humbert;88200;REMIREMONT;www.remiremont.fr/culture/musees.php;1er janvier, 1er mai, Ascension, Toussaint, 25 décembre, en octobre;Ouvert de janvier à mars du lundi au samedi de 14h à 18h, et en avril de 14h à 18h et de mai à septembre de 10h à 12h et de 14h à 18h, de novembre à décembre de 14h à 18h du mercredi au lundi;;48.015174;6.590031;12 Rue du Général Humbert 88200 Remiremont;0.92;housenumber;88383_0470_d29bd9
LORRAINE;VOSGES;01/02/2003;NON;;;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;11, rue Saint-Charles;88100;SAINT-DIE-DES-VOSGES;Site de la ville - www.ville-saintdie.fr;Jours fériés;Ouvert de mai à mi-octobre du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h, et de mi-octobre à avril du mardi au dimanche de  14h à 18h + mercredi de 10h à 12h;;48.288282;6.951464;11 Rue Saint-Charles 88100 Saint-Dié-des-Vosges;0.93;housenumber;88413_1180_8b662e
MARTINIQUE;MARTINIQUE;01/02/2003;NON;18/10/2011;;Musée Départemental d'Archéologie Précolombienne et de Préhistoire de la Martinique;9, rue de la Liberté;97200;FORT-DE-FRANCE;www.cg972.fr/mdap;;Ouvert le lundi de 13h à 17h,  du mardi au vendredi de 8h à 17h, le samedi de 9h à 12h;;14.603311;-61.068677;9 Rue de la Liberté 97200 Fort-de-France;0.94;housenumber;97209_1125_e77f10
MARTINIQUE;MARTINIQUE;01/02/2003;NON;;;Musée Régional d'Histoire et d'Ethnologie;10, Boulevard du Général de Gaulle;97200;FORT-DE-FRANCE - MARTINIQUE-;http://www.cr-martinique.fr/francais/institution/serv-region/musees/histoire_ethno.htm;;Ouvert le lundi, mercredi à vendredi de 8h30 à 17h, le mardi de 14h à 17h, le samedi de 8h30 à 12h;;14.606869;-61.06693;10 Boulevard Général de Gaulle 97200 Fort-de-France;0.74;housenumber;97209_0880_10b1aa
MARTINIQUE;MARTINIQUE;01/02/2003;OUI;Indéterminée;;Muséum d'Histoire Naturelle;B.P. 4030;97254;FORT-DE-FRANCE TERRE-SAINVILLE Cedex;;;;;;;;;;
MARTINIQUE;MARTINIQUE;01/02/2003;NON;;;Musée de La Canne;Quartier Vatable;97229;LES TROIS ILETS;http://www.zananas-martinique.com/martinique-patrimoine/maison-de-la-canne.html;;Ouvert du mardi au jeudi de 8h30 à 17h30, vendredi et samedi de 8h30 à 17h et le dimanche de 9h à 17h;;14.533769;-61.029966;Vatable 97229 Les Trois-Îlets;0.7;locality;97231_B038_34ea72
MARTINIQUE;MARTINIQUE;01/02/2003;NON;;;Ecomusée de la Martinique;Anse Figuier;97211;RIVIERE-PILOTE;/www.cr-martinique.fr/francais/institution/serv-region/musees/ecomusee.htm;;Ouvert du mardi au jeudi de 8h30 à 17h30, le vendredi de 8h30 à 17h, le samedi de 8h30 à 13h et de 14h à 17h, le dimanche de 9h à 13h et de 14h à 17h;;14.466475;-60.904035;Anse Figuier 97211 Rivière-Pilote;0.92;locality;97220_B004_915799
MARTINIQUE;MARTINIQUE;01/02/2003;NON;;;Musée Volcanologique Franck Arnold Perret;Rue Victor Hugo;97250;SAINT-PIERRE;http://www.saintpierre-martinique.fr;1er janvier;Ouvert tous les jours de 9h à 17h;;14.744214;-61.176234;Rue Victor Hugo 97250 Saint-Pierre;0.94;street;97225_0640_f1f0ed
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée Départemental de l'Ariège;Rue du Rocher;09000;FOIX;www.sesta.fr ou www.ariege.com/chateaufoix/index.html;1er septembre, 25 décembre, 1er janvier;Ouvert de janvier à avril et d'octobre à décembre de 10h30 à 12h et de 14h à 17h30, en janvier la 1ère semaine puis seulement les week-ends, en mai de 10h30 à12h et de 14h à 17h30 en semaine et de 9h45 à 12h et de 14h à 18h les week-ends et jours fériés, ;;42.965919;1.605311;Rue du Rocher 09000 Foix;0.93;street;09122_1360_fd2290
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée du Textile et du Peigne en Corne;65, Rue Jean Jaurès;09300;LAVELANET;www.paysdolmes.org - www.geocities.com/amtpc2000;1er mai;Ouvert en juillet et août de 14h à 19h et de mi-avril à mi-octobre de 14h à 18h du mardi au dimanche;;42.929884;1.844322;65 Rue Jean Jaurès 09300 Lavelanet;0.93;housenumber;09160_0350_ff3d4d
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée de la Préhistoire;Place de l'Eglise;09290;LE MAS D'AZIL;www.grotte-masdazil.com;Janvier, 25 décembre;Ouvert en février, mars vacances et dimanches de 14h à 18h, d'avril à juin et septembre du mardi au dimanche de 14h à 18h, juillet/août tous les jours de 11h à 13h et de 14h à 19h, octobre/novembre les dimanches, jours fériés et vacances de 14h à 18h (fer;;43.079919;1.36027;Place de l'Église 09290 Le Mas-d'Azil;0.92;street;09181_0026_5468f8
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée de la Forge;Route de Paris;09330;MONTGAILHARD;www.sesta.fr;25 décembre et 1er janvier;Ouvert lors des vacances d'hiver toutes zones, les vacances de Noël et du 1er dimanche d'avril au 30 juin tous les jours de 10h à 12h et de 13h30 à 18h, le dimanche et jours fériés de 10h à 12h et de 13h30 à 18h30, en juillet-août tous les jours de 10h à ;;42.940991;1.630394;Avenue de Paris 09330 Montgaillard;0.62;street;09207_0080_f19821
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée d'Archéologie;32, Village;09300;MONTSEGUR;Site de la ville : www.citaenet.com/montsegur;Janvier et 25 décembre;Ouvert de février à mars de 14h à 19h, en avril de 14h à 18h, de mai à septembre de 11h à 13h et de 14h à 19h, en octobre de 14h à 18h et de novembre à décembre de 14h à 17h;;42.870856;1.832753;Village 09300 Montségur;0.8;locality;09211_B126_c7e7ce
MIDI-PYRENEES;ARIEGE;01/02/2003;OUI;10 avril 2011;;Musée du Palais des Evêques;Route de Montjoie;09190;SAINT-LIZIER;Site du Service d'exploitation des sites touristiques de l'Ariège - www.sesta.fr ou www.grands-sites-ariege.fr;1er janvier, du 7 janvier au 22 février, du 11 mars au 30 mars, du 4 au 8 novembre et du 12 novembre au 21 décembre, 25 décembre;Ouvert de 14h à 18h du 2 au 5 janvier, du 25 février au 10 mars, du 31 mars au 30 juin, du 17 septembre au 3 novembre et du 22 au 31 décembre et de 10h30 à 19h du 1er juillet au 15 septembre;;43.001426;1.144943;Route de Montjoie 09190 Saint-Lizier;0.92;street;09268_0026_0f0724
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée Régional de Géologie Pierre Vetter;Avenue Paul Ramadier;12300;DECAZEVILLE;www.decazeville.fr ou www.musees-midi-pyrenees.fr;;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h. Ouvert le dimanche et le lundi uniquement sur réservation pour les groupes;;44.555583;2.266179;Avenue Paul Ramadier 12300 Decazeville;0.93;street;12089_0756_653e7f
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée des Mœurs et Coutumes, Musée du Rouergue;Place Frontin;12500;ESPALION;www.aveyron-culture.com;Octobre à mai;Ouvert de juin à septembre du mardi au dimanche de 10h à 12h et de 14h à 18h. Accueil des groupes sur rendez-vous;;44.520844;2.760388;Place Pierre Frontin 12500 Espalion;0.74;street;12096_0900_fec7d9
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée Joseph Vaylet;"Ancienne église St. Jean Baptiste
35, rue Droite";12500;ESPALION;www.tourisme-espalion.fr - http://www.museeduscaphandre.com;Les autres mois;Ouvert de juin à septembre du mardi au dimanche de 10h à 12h et de 14h à 18h. Accueil des groupes sur rendez-vous;;44.520788;2.762169;35 Rue Droite 12500 Espalion;0.42;housenumber;12096_0300_320e7e
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée Municipal de Millau;"Hôtel de Pégayolles
Place du Maréchal Foch";12100;MILLAU;www.millauculture.fr ou www.ot-millau.fr;Jours fériés d'octobre à mai;Ouvert de mai à juin, en septembre et d'octobre à mars du lundi au samedi de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 10h à 18h;;44.0978;3.080769;Place Maréchal Foch 12100 Millau;0.54;street;12145_1820_306044
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée des Beaux-Arts Denys Puech;Place Georges Clemenceau;12000;RODEZ;http://musee-denys-puech.grand-rodez.com/;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du mardi au vendredi de 10 h à 12 h et de 14 h à 18 h, samedi et dimanche de 14h à 18h;;44.349215;2.57811;Place Clemenceau 12000 Rodez;0.72;street;12202_0412_5838d7
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;13 juillet 2002;;Musée Fenaille;14, Place Eugène Raynaldy;12000;RODEZ;www.musee-fenaille.com ou www.grandrodez.com;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert mardi, jeudi et vendredi de 10h à 12h et de 14h à 18h, mercredi et samedi de 13h à 19h, dimanche de 14h à 18h - Du 1er juillet au 31 août mardi, jeudi, vendredi de 10h à 18h et mercredi, samedi de 12h à 18h. Du 15 juillet au 15 août ouvert tous les;;44.349201;2.576408;14 Place Eugène Raynaldy 12000 Rodez;0.93;housenumber;12202_0690_c687c0
MIDI-PYRENEES;AVEYRON;24/01/2006;OUI;Mai 2014;;Musée Soulages;"Communauté d'agglomération du Grand Rodez
1, Place Adrien-Rozier - B.P. 531";12005;RODEZ Cedex;www.grand-rodez.com ou http://musee-soulages.grand-rodez.com/;;;;;;;;;
MIDI-PYRENEES;AVEYRON;01/02/2003;OUI;Indéterminée;;Musée Municipal d'archéologie;Rue Saint-Pierre;12250;ROQUEFORT-SUR-SOULZON;;;;;43.975028;2.99165;Rue Saint-Pierre 12250 Roquefort-sur-Soulzon;0.91;street;12203_0140_ba0001
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée des Arts et Métiers;;12330;SALLES-LA-SOURCE;www.musees-aveyron.fr;De novembre à mars;"Ouvert en avril et octobre les  mercredi , jeudi et dimanche de 14h à 18h, mai/juin/septembre du mercredi au lundi de 14h à 18h, juillet-août du mardi au vendredi de 10h à 12h30 et de 13h30 à 18h30, les samedi, dimanche et lundi de 13h30 à 18h30
Visites ";;44.434095;2.487917;Vanc 12330 Salles-la-Source;0.74;locality;12254_B361_fd6286
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée du Charroi Rural et de l'Artisanat Traditionnel;Ancienne Eglise Saint-Firmin;12120;SALMIECH;www.musee-charroi-rural-salmiech.fr;;Ouvert en Juillet et Août tous les jours de 11h à 12h et de 14h30 à 18h30. Autres jours de l'année, sur rendez-vous;;;;;;;
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée Municipal Urbain Cabrol;Place de la Fontaine;12200;VILLEFRANCHE-DE-ROUERGUE;www.villefranchederouergue.fr;Jours fériés;Ouvert d'avril à juin et septembre du mardi au samedi de 14h à 18h, juillet-août du mardi au samedi de 10h à 12h et de 14h30 à 18h30;;44.351453;2.03681;Place de la Fontaine 12200 Villefranche-de-Rouergue;0.93;street;12300_1160_d9ffcc
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée des Jacobins;4, Place Louis Blanc;32000;AUCH;www.musee-jacobins.auch.fr www.auch-tourisme.com ou site de la mairie;Janvier et jours fériés;Ouvert du 1er février au 31 mars tous les jours de 10h à 12h et de 14h à 18h et du 1er novembre au 31 décembre du lundi au vendredi de 14h à 17h, samedi et dimanche de 10h à 12h et de 14h à 17h;;43.647171;0.587482;4 Place Louis Blanc 32000 Auch;0.93;housenumber;32013_2760_15d1be
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée de l'Armagnac;2, Rue Jules Ferry;32100;CONDOM;site du département : www.gers-gascogne.com;Janvier;Ouvert de novembre à mars du mercredi au dimanche de 14h à 17h et d'avril à octobre du mercredi au lundi de 10h à 12h et de 15h à 18h;;43.960712;0.372842;Rue Jules Ferry 32100 Condom;0.87;street;32107_0620_fbd3f7
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée Archéologique;Place de la République;32180;EAUZE;site du département : www.gers-gascogne.com ou site de la mairie;Janvier,  1er week-end de juillet;Ouvert du 1er mars au 30 juin et du 1er septembre au 30 novembre tous les jours de 10h à 12h et de 14h à 18h, du 1er juillet au 31 août tous les jours de 10h à 19h;;43.861183;0.101447;Place de la République 32800 Eauze;0.81;street;32119_1280_1f35be
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée Campanaire;Place de l'Hôtel de ville;32600;L'ISLE JOURDAIN;site du département : www.gers-gascogne.com;1er janvier au 15 janvier, 1er mai, 25 décembre;Ouvert du 15 juin au 14 septembre de 10h à 12h et de 14h30 à 18h30, du 15 septembre au 14 juin de 10h à 12h et de 14h30 à 17h30;;43.612994;1.081929;Place de l'Hôtel de Ville 32600 L'Isle-Jourdain;0.92;street;32160_0600_c52240
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée d'Archéologie;"Place du Général de Gaulle
Hôtel de Ville";32700;LECTOURE;site du département : www.gers-gascogne.com;Jours fériés;Ouvert du mercredi au lundi du 1er février au 30 avril et du 1er novembre au 31 décembre de 14h à 17h et du 1er mai au 31 octobre de 10h à 12h et de 14h à 17h;;;;;;;
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée Joseph Abeilhe;"Mairie de Marciac
19, Place de l'Hôtel de Ville";32230;MARCIAC;Site de la région : www.musees-midi-pyrenees.fr;;Ouvert du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h;;43.524344;0.16097;19 Place de l'Hôtel de Ville 32230 Marciac;0.65;housenumber;32233_0060_d01596
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée des Beaux-Arts et des Arts Décoratifs;13, rue de l'Evêché;32300;MIRANDE;site du département : www.gers-gascogne.com;Jours fériés;Ouvert du lundi au vendredi de 9h à 12h et de 14h à 18h, le samedi de 10h à 12h et de 15h à 18h, et le dimanche de 10h à 12h en juillet août;;43.515315;0.403452;13 Rue de l'Évêché 32300 Mirande;0.93;housenumber;32256_0680_b7a4c9
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;OUI;Mai 2014;;Musée de Préhistoire;Avenue de Benabarre;31420;AURIGNAC;www.musee-aurignacien.com;;Ouvert du mardi au dimanche de 10h à 17h;;43.216167;0.88003;Avenue Benabarre 31420 Aurignac;0.83;street;31028_XXXX_8dfe98
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;;;Musée du Pays de Luchon;18, Allée d'Etigny;31110;BAGNERES-DE-LUCHON;www.luchon.com ou www.mairies-luchon.fr -www.musees-midi-pyrenees.fr;Jours fériés;Ouvert en janvier et décembre le mardi, jeudi et vendredi de 10h à 12h et de 15h à 18h, le mercredi, samedi et dimanche de 9j à 12h et de 14h à 18h. De février à juin et de septembre à octobre le lundi, mardi, jeudi et vendredi de 10h à 12h et de 15h à 18;;42.78928;0.592262;18 Allée d'Étigny 31110 Bagnères-de-Luchon;0.92;housenumber;31042_0420_fb8ba6
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;2007;;Musée Municipal;Place Henri Dulion;31220;MARTRES-TOLOSANE;www.tourisme-martres-tolosane.fr;Première semaine de janvier;Ouvert du mardi au vendredi de 9h30 à 12h30 et de 13h30 à 17h30  de décembre à février - de mars à mi-juin et de mi-septembre à fin novembre du mardi au samedi de 9h30 à 12h30 et de 13h30 à 17h30 - de mi-juin à mi septembre tous les jours et jours fériés ;;43.1989;1.010796;Place Henri Dulion 31220 Martres-Tolosane;0.91;street;31324_0050_f3b47f
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;OUI;Sans objet;;Musée Archéologique Départemental;Bâtiment de l'Ancienne Gendarmerie;31510;SAINT-BERTRAND-DE-COMMINGES;http://www.musees-midi-pyrenees.fr/musees/musee-archeologique-departemental;Janvier;Expositions temporaires tous les jours de 10h à 18h de février à décembre;;;;;;;
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;OUI;Non déterminée;;Musée Municipal d'Art et d'Histoire;6, place de Mas Saint Pierre;31800;SAINT-GAUDENS;www.mairiestgaudens.fr;;Exposition hors les murs ouvert du 7 juillet au 10 novembre 2012 du lundi au samedi de 10h à 12h et de 14h30 à 18h;;43.107637;0.725625;6 Place de Mas Saint-Pierre 31800 Saint-Gaudens;0.93;housenumber;31483_XXXX_a0cdb6
MIDI-PYRENEES;HAUTE-GARONNE;06/01/2002;NON;;;Musée des Augustins;21, rue de Metz;31000;TOULOUSE;www.augustins.org;;Ouvert tous les jours de 10h à 18h. Nocturne le mercredi jusqu'à 21h;Mercredi jusqu'à 21h;43.600562;1.445904;21 Rue de Metz 31000 Toulouse;0.94;housenumber;31555_5904_9379a2
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;08/05/1999;;Musée Saint-Raymond;Place Saint Sernin;31000;TOULOUSE;www.SaintRaymond.toulouse.fr;1er janvier, 1 mai et 25 décembre;Ouvert tous les jours de 10h à 18h, de 10h à 19h du 1er juillet au 31 août. Fermeture exceptionnelle à 17h les 24 et 31 décembre;;43.608498;1.442139;Place Saint-Sernin 31000 Toulouse;0.94;street;31555_7984_359911
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;OUI;Sans objet;;Musée des Transports et des Communications;93, avenue Jules Julien;31400;TOULOUSE;http://asptuit.free.fr;;Ouvert les jeudis de 10h à 12h et de 14h à 16h et sur rendez-vous;;43.577035;1.450597;93 Avenue Jules Julien 31400 Toulouse;0.95;housenumber;31555_4816_d1d774
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;15 mai 2008;;Musée du Vieux Toulouse;"Hôtel Dumay
7, Rue du May";31000;TOULOUSE;En projet;Jours fériés;Ouvert de mi-avril à début novembre du lundi au samedi de 14h à 18h. Ouvert toute l'année sur rendez-vous pour les groupes.;;43.602262;1.443143;7 Rue du May 31000 Toulouse;0.65;housenumber;31555_5836_c1f51d
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;;;Musée Georges Labit;17, rue du Japon;31400;TOULOUSE;;Jours fériés;Ouvert du mardi au dimanche de 10h à 17h d'octobre à mai et de 10h à 18h de juin à septembre;;43.589735;1.458081;17 Rue du Japon 31400 Toulouse;0.94;housenumber;31555_4452_820a3a
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;;;Musée Paul Dupuy;13, Rue de la Pléau;31000;TOULOUSE;Site des musées de la région : www.musees-midi-pyrenees.fr/;Jours fériés;Ouvert du mardi au dimanche de 10h à 17h d'octobre à mai et de 10h à 18h de juin à septembre;;43.596898;1.446935;13 Rue de la Pleau 31000 Toulouse;0.93;housenumber;31555_6968_1a57b5
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;juin 2000;;Les Abattoirs, Musée d'Art Moderne et Contemporain;76, allées Charles-de-Fitte;31300;TOULOUSE;www.lesabattoirs.org;1er janvier, 1er mai et 25 décembre;Ouvert du mercredi au vendredi de 10h à 18h et du samedi et dimanche de 11h à 19h en été de 11h à 19h;;43.600678;1.428998;76 Allée Charles de Fitte 31300 Toulouse;0.88;housenumber;31555_1920_7263e7
MIDI-PYRENEES;HAUTE-GARONNE;06/01/2002;NON;26 janvier 2008;;Muséum d'Histoire Naturelle;35, allées Jules Guesde;31000;TOULOUSE;www.museum.toulouse.fr;1er janvier, 1er mai, 25 décembre;Ouvert de 10h à 18h du mardi au dimanche;;43.594236;1.449092;35 Allée Jules Guesde 31000 Toulouse;0.87;housenumber;31555_4812_6eebaa
MIDI-PYRENEES;HAUTES-PYRENEES;01/02/2003;OUI;Indéterminée;;Musée Bigourdan du Vieux Moulin;Rue Hount-Blanque;65200;BAGNERES-DE-BIGORRE;;;;;43.065592;0.15365;Rue de Hount Blanque 65200 Bagnères-de-Bigorre;0.87;street;65059_XXXX_f28f93
MIDI-PYRENEES;HAUTES-PYRENEES;01/02/2003;NON;;;Musée Salies;Place des Thermes;65200;BAGNERES-DE-BIGORRE;www.museesbagneres.fr/;;Ouvert du mercredi au dimanche de 10h à 12h et de 14h à 18h, samedi et dimanche de 15h à 18h;;43.062205;0.147936;Place des Thermes 65200 Bagnères-de-Bigorre;0.93;street;65059_1320_b79483
